5'nucleotidase increased	5'nucléotidase augmentée
Lacrimal disorder	Trouble lacrymal
Lacrimal duct obstruction	Obstruction du canal lacrymal
Lacrimal gland disorder	Trouble de la glande lacrymale
Lacrimal structural disorder	Trouble structurel lacrymal
Lacrimation	Lacrimation
Lacrimation abnormal NOS	Lacrymation anormale SAI
Lacrimation decreased	Lacrimation diminué
Lacrimation increased	Lacrimation augmenté
Lactase deficiency	Carence en lactase
Lactate increased	Augmentation du lactate
Lactation female	Lactation femelle
Lactic acidosis	Acidose lactique
Lactic acidosis syndrome	Syndrome d'acidose lactique
Lactic dehydrogenase activity increased	Augmentation de l'activité de la déshydrogénase lactique
Lactose intolerance	Intolérance au lactose
Lacunar infarction	Infarctus lacunaire
Laennec's cirrhosis	Cirrhose de Laennec
Lambert-Eaton myasthenic syndrome	Syndrome myasthénique de Lambert-Eaton
Langerhans' cell histiocytosis	Histiocytose ? cellules de Langerhans
Large intestinal haemorrhage	Grande hémorragie intestinale
Large intestinal obstruction	Grande obstruction intestinale
Large intestinal ulcer	Gros ulc?re intestinal
Large intestine perforation	Perforation du gros intestin
Large intestine polyp	Polype du gros intestin
Laryngeal cancer	Cancer du larynx
Laryngeal disorder	Trouble laryngé
Laryngeal dystonia	Dystonie laryngée
Laryngeal haemorrhage	Hémorragie laryngée
Laryngeal neoplasm	Néoplasme laryngé
Laryngeal oedema	Oed?me laryngé
Laryngeal pain	Douleur laryngée
Laryngitis	Laryngite
Laryngopharyngeal dysesthesia	Dysesthésie laryngopharyngée
Laryngopharyngitis	Laryngopharyngite
Laryngospasm	Laryngospasme
Laryngotracheal oedema	Oed?me laryngotrachéal
Laryngotracheitis	Laryngotrachéite
Lassitude	Lassitude
Latent tetany	Tétanie latente
Latent tuberculosis	Tuberculose latente
Latex allergy	Allergie au latex
Lead poisoning	Empoisonnement au plomb
Learning disability	Trouble d'apprentissage
Learning disorder	Troubles d'apprentissage
Leber's hereditary optic atrophy neuropathy	Neuropathie d'atrophie optique héréditaire de Leber
Left ventricular dysfunction	Dysfonction ventriculaire gauche
Left ventricular ejection fraction decreased	La fraction d'éjection du ventricule gauche a diminué
Left ventricular failure	Insuffisance ventriculaire gauche
Left ventricular hypertrophy	Hypertrophie ventriculaire gauche
Left ventricular systolic dysfunction	Dysfonction systolique ventriculaire gauche
Left-sided ulcerative (chronic) colitis	Colite ulcéreuse (chronique) du côté gauche
Leg edema	Oed?me des jambes
Leg pain	Douleur aux jambes
Leg ulcer	Ulc?re de jambe
Legionella infection	Infection ? Legionella
Leiomyoma	Léiomyome
Leiomyosarcoma	Léiomyosarcome
Leishmaniasis	Leishmaniose
Lennox-Gastaut syndrome	Syndrome de Lennox-Gastaut
Lenticular opacities	Opacités lenticulaires
Lenticular pigmentation	Pigmentation lenticulaire
Lentigo	Lentigo
Lentigo maligna	Lentigo maligna
Lepromatous leprosy	L?pre lépromateuse
Leprosy	L?pre
Leptomeningeal metastases	Métastases leptoméningées
Leriche syndrome	Syndrome de Leriche
Lethargy	Léthargie
Letterer-Siwe disease	Letterer-Siwe disease
Leukaemia	Leucémie
Leukaemia cutis	Leucémie cutanée
Leukaemia monocytic	Leucémie monocytaire
Leukaemic infiltration brain	Cerveau d'infiltration leucémique
Leukaemoid reaction	Réaction leucémo?de
Leukemia secondary	Leucémie secondaire
Leukocytoclastic vasculitis	Vascularite leucocytoclastique
Leukocytosis	Leucocytose
Leukoderma	Leukoderma
Leukoencephalopathy	Leucoencéphalopathie
Leukonychia	Leukonychia
Leukopenia	Leukopenia
Leukoplakia	Leukoplakia
Leukoplakia oral	Leukoplakia oral
Leukorrhea	Leukorrhea
Leukostasis	Leukostasis
Lhermitte's sign	Signe de Lhermitte
Libido decreased	La libido a diminué
Libido disorder	Trouble de la libido
Libido increased	La libido a augmenté
Lice infestation	Infestation par les poux
Lichen planus	Lichen planus
Lichen sclerosus	Lichen scléro-atrophique
Lichen simplex chronicus	Lichen simplex chronicus
Lichenification	Lichénification
Lichenoid keratosis	Kératose lichéno?de
Lid sulcus deepened	Couvercle sulcus approfondi
Ligament injury	Lésion ligamentaire
Ligament sprain	Entorse ligamentaire
Light anaesthesia	Anesthésie lég?re
Light sleep	Sommeil léger
Lightheadedness	Étourdissements
Limb deformity	Déformation des membres
Limb discomfort	G?ne des membres
Limb injury	Blessure aux membres
Limb malformation	Malformation des membres
Limb paresis	Parésie des membres
Limb reduction defect	Défaut de réduction des membres
Linear IgA disease	Maladie ? IgA linéaire
Lip blister	Ampoule de l?vre
Lip burning sensation of	Sensation de br?lure des l?vres
Lip dry	L?vres s?ches
Lip haemorrhage	Hémorragie labiale
Lip oedema	?d?me des l?vres
Lip pain	Douleur aux l?vres
Lip swelling	Gonflement des l?vres
Lip ulceration	Ulcération des l?vres
Lipase abnormal	Lipase anormale
Lipase increased	Lipase augmentée
Lipid metabolism disorder	Trouble du métabolisme lipidique
Lipidosis	Lipidose
Lipids abnormal	Lipides anormaux
Lipids increased	Augmentation des lipides
Lipoatrophy	Lipoatrophie
Lipodystrophy	Lipodystrophie
Lipodystrophy acquired	Acquisition d'une lipodystrophie
Lipoedema	Lipoedema
Lipohypertrophy	Lipohypertrophie
Lipoid nephrosis	Néphrose lipo?de
Lipoma	Lipome
Lipomatosis	Lipomatose
Liposarcoma	Liposarcome
Listeriosis	Listériose
Lithium poisoning	Intoxication au lithium
Lithium toxicity	Toxicité du lithium
Livedo reticularis	Livedo reticularis
Liver abscess	Abc?s du foie
Liver disorder	Trouble hépatique
Liver fatty	Foie gras
Liver fatty deposition	Dépôt graisseux hépatique
Liver function test abnormal	Test de fonction hépatique anormal
Liver function test normal	Test de fonction hépatique normal
Liver injury	Lésion hépatique
Liver nodule	Nodule hépatique
Liver tenderness	Sensibilité au foie
Liver transplant rejection	Rejet d'une greffe de foie
Lividity	La vivacité
Lobar pneumonia	Pneumonie lobaire
Lobular breast carcinoma in situ	Carcinome lobulaire du sein in situ
Local reaction	Réaction locale
Local swelling	Gonflement local
Local throat irritation	Irritation locale de la gorge
Localised infection	Infection localisée
Localised intraabdominal fluid collection	Collecte de liquide intra-abdominale localisée
Localised numbness	Engourdissement localisé
Localised oedema	Oed?me localisé
Localised skin reaction	Réaction cutanée localisée
Localized erythema	Éryth?me localisé
Localized exfoliation	Exfoliation localisée
Localized osteoarthritis	Arthrose localisée
Localized rash	Éruption cutanée localisée
Locally advanced breast cancer	Cancer du sein localement avancé
Lockjaw	Tétanos
Loeffler's syndrome	Syndrome de Loeffler
Logorrhoea	Logorrhée
Loin pain	Douleurs aux reins
Long QT syndrome	Syndrome du QT long
Long QT syndrome congenital	Syndrome du QT long congénital
Long-term memory loss	Perte de mémoire ? long terme
Loose stools	Selles molles
Lordosis	Lordose
Loss of confidence	Perte de confiance
Loss of consciousness	Perte de conscience
Loss of control of legs	Perte de contrôle des jambes
Loss of libido	Perte de libido
Loss of proprioception	Perte de proprioception
Loss of skin markings	Perte de marques cutanées
Low back pain	Douleur dans le bas du dos
Low birth weight baby	Bébé de faible poids ? la naissance
Low density lipoprotein increased	Augmentation des lipoprotéines de basse densité
Low income	Faible revenu
Low pH	PH bas
Low set ears	Oreilles basses
Lower gastrointestinal haemorrhage	Hémorragie gastro-intestinale inférieure
Lower limb fracture	Fracture du membre inférieur
Lower motor neurone lesion	Lésion des neurones moteurs inférieurs
Lower respiratory tract infection	Infection des voies respiratoires inférieures
Lower urinary tract symptoms	Symptômes des voies urinaires inférieures
Lumbar disc lesion	Lésion du disque lombaire
Lumbar puncture headache	Céphalée de ponction lombaire
Lumbar radiculopathy	Radiculopathie lombaire
Lumbo-sacral pain	Douleur lombo-sacrée
Lung abscess	Abc?s pulmonaire
Lung adenocarcinoma stage I	Adénocarcinome pulmonaire stade I
Lung cancer metastatic	Cancer du poumon métastatique
Lung disorder	Trouble pulmonaire
Lung fibrosis interstitial	Fibrose pulmonaire interstitielle
Lung infection	Infection pulmonaire
Lung infiltration	Infiltration pulmonaire
Lung neoplasm	Tumeur pulmonaire
Lung neoplasm malignant	Néoplasme pulmonaire malin
Lung nodule	Nodule pulmonaire
Lupus erythematosus	Lupus érythémateux
Lupus nephritis	Néphrite lupique
Lupus-like syndrome	Syndrome de type lupus
Luteal phase deficiency	Déficit en phase lutéale
Lyme disease	maladie de Lyme
Lymph node abscess	Abc?s ganglionnaire
Lymph node pain	Douleur ganglionnaire
Lymph node tenderness	Sensibilité aux ganglions lymphatiques
Lymphadenitis	Lymphadénite
Lymphadenopathy	Adénopathie
Lymphadenopathy axillary	Adénopathie axillaire
Lymphadenopathy cervical	Adénopathie cervicale
Lymphadenopathy inguinal	Lymphadénopathie inguinale
Lymphangioleiomyomatosis	Lymphangioleiomyomatosis
Lymphangitis	Lymphangite
Lymphatic disorder	Trouble lymphatique
Lymphoblastic lymphoma	Lymphome lymphoblastique
Lymphocele	Lymphoc?le
Lymphocyte abnormal	Lymphocyte anormal
Lymphocyte count abnormal	Numération lymphocytaire anormale
Lymphocyte count decreased	Le nombre de lymphocytes a diminué
Lymphocyte count increased	Augmentation du nombre de lymphocytes
Lymphocyte transformation test positive	Test de transformation des lymphocytes positif
Lymphocytic colitis	Colite lymphocytaire
Lymphocytic infiltration	Infiltration lymphocytaire
Lymphocytic leukaemia	Leucémie lymphocytaire
Lymphocytoma cutis	Lymphocytoma cutis
Lymphocytosis	Lymphocytose
Lymphoedema	Lymphoedema
Lymphogranuloma venereum	Lymphogranulome venereum
Lymphoma	Lymphome
Lymphoma cutis	Lymphoma cutis
Lymphopenia	Lymphopénie
Lymphoproliferative disorder	Trouble lymphoprolifératif
Lymphorrhoea	Lymphorrhée
Lymphostasis	Lymphostase
Macroangiopathy	Macroangiopathie
Macrovascular disease	Maladie macrovasculaire
Macular degeneration	Dégénérescence maculaire
Macular fibrosis	Fibrose maculaire
Macular hole	Trou maculaire
Macular oedema	Oed?me maculaire
Macular pigmentation	Pigmentation maculaire
Macule	Macule
Maculopathy	Maculopathie
Madarosis	Madarosis
Magnesium deficiency	Carence en magnésium
Major bleed	Saignement majeur
Major depression	Dépression majeure
Major depressive disorder, single episode	Trouble dépressif majeur, épisode unique
MALT lymphoma	Lymphome MALT
Malabsorption	Malabsorption
Malaise	Malaise
Malaise and fatigue	Malaise et fatigue
Malaria	Paludisme
Male contraception	Contraception masculine
Male orgasmic disorder	Trouble orgasmique masculin
Male sexual dysfunction	Dysfonction sexuelle masculine
Malformation venous	Malformation veineuse
Malignant glioma	Gliome malin
Malignant histiocytosis	Histiocytose maligne
Malignant hydatidiform mole	Taupe hydatidiforme maligne
Malignant hypertension	Hypertension maligne
Malignant melanoma	Mélanome malin
Malignant mesenchymoma	Mésenchymome malin
Malignant neoplasm of esophagus	Tumeur maligne de l'?sophage
Malignant neoplasm of islets of Langerhans	Tumeur maligne des ?lots de Langerhans
Malignant neoplasm of pancreas	Tumeur maligne du pancréas
Malignant neoplasm of renal pelvis	Tumeur maligne du bassin rénal
Malignant neoplasm progression	Progression du néoplasme malin
Malignant ovarian cyst	Kyste ovarien malin
Malignant pleural effusion	Épanchement pleural malin
Malignant solid tumour	Tumeur solide maligne
Malignant syndrome NOS	Syndrome malin SAI
Malignant transformation	Transformation maligne
Mallory-Weiss syndrome	Syndrome de Mallory-Weiss
Malnutrition	Malnutrition
Mammogram abnormal	Mammographie anormale
Mania	La manie
Mania acute	Manie aigu?
Manic episode	Épisode maniaque
Manic psychosis	Psychose maniaque
Mantle cell lymphoma	Lymphome ? cellules du manteau
Mantle cell lymphoma refractory	Réfractaire au lymphome ? cellules du manteau
Markedly reduced dietary intake	Apport alimentaire considérablement réduit
Marrow hyperplasia	Hyperplasie médullaire
Masked facies	Faci?s masqués
Mass	Masse
Mastication disorder	Trouble de la mastication
Mastitis	Mastite
Mastitis acute female	Mastite femelle aigu?
Mastitis male	Mastite masculine
Mastocytosis	Mastocytose
Mastoiditis	Masto?dite
Maxillary sinusitis	Sinusite maxillaire
Mean arterial pressure	Signifie pression artérielle
Mean arterial pressure decreased	La pression artérielle moyenne a diminué
Mean cell volume increased	Augmentation du volume cellulaire moyen
Mean platelet volume decreased	Le volume plaquettaire moyen a diminué
Measles	Rougeole
Mechanical complication of implant	Complication mécanique de l'implant
Mechanical urticaria	Urticaire mécanique
Mediastinal disorder	Trouble médiastinal
Mediastinitis	Médiastinite
Mediastinum neoplasm	Tumeur du médiastin
Medical device complication	Complication du dispositif médical
Medical device discomfort	G?ne pour les dispositifs médicaux
Medication overuse headache	Maux de t?te dus ? une surutilisation de médicaments
Medication residue	Résidu de médicament
Medication residue present	Présence de résidus de médicaments
Medullary thyroid cancer	Cancer médullaire de la thyro?de
Medulloblastoma	Médulloblastome
Megacolon	Megacolon
Megacolon toxic	Mégacôlon toxique
Meibomianitis	Meibomianite
Melaena	Melaena
Melancholia	Mélancolie
Melanocytic naevus	Naevus mélanocytaire
Melanoderma	Mélanodermie
Melanoma skin	Peau de mélanome
Melanonychia	Mélanonychie
Melanosis	Mélanose
Memory impairment	Déficience de mémoire
Memory loss	Perte de mémoire
Menarche	Menarche
Mendelson's syndrome	Syndrome de Mendelson
Meniere's disease	la maladie de Méni?re
Meniere's disease aggravated	La maladie de Méni?re s'aggrave
Meningeal leukemia	Leucémie méningée
Meningeal neoplasm	Tumeur méningée
Meningioma	Méningiome
Meningioma benign	Méningiome bénin
Meningism	Méningisme
Meningitis	Méningite
Meningitis aseptic	Méningite aseptique
Meningitis bacterial	Méningite bactérienne
Meningitis chemical	Méningite chimique
Meningitis cryptococcal	Méningite cryptococcique
Meningitis fungal	Méningite fongique
Meningitis meningococcal	Méningite méningococcique
Meningitis tuberculous	Méningite tuberculeuse
Meningitis viral	Méningite virale
Meningocele	Méningoc?le
Meningococcal infection	Infection ? méningocoque
Meningoencephalitis	Méningoencéphalite
Meningoencephalitis herpetic	Méningoencéphalite herpétique
Meningomyelocele	Méningomyéloc?le
Menometrorrhagia	Ménométrorrhagie
Menopausal depression	Dépression ménopausique
Menopausal disorder	Trouble de la ménopause
Menopausal symptoms	Symptômes de la ménopause
Menopause	Ménopause
Menorrhagia	Ménorragie
Menstrual cycle abnormal	Cycle menstruel anormal
Menstrual cycle prolonged	Cycle menstruel prolongé
Menstrual disorder	Trouble menstruel
Menstruation delayed	Menstruation retardée
Menstruation irregular	Menstruations irréguli?res
Mental aberration	L'aberration mentale
Mental deficiency	Déficit mental
Mental deterioration	Détérioration mentale
Mental disability	Maladie mentale
Mental disorder	Désordre mental
Mental disorder due to a general medical condition	Trouble mental d? ? un état de santé général
Mental impairment disorders	Troubles de déficience mentale
Mental retardation	Retard mental
Mental state abnormal	État mental anormal
Mental status changes	Changements de l'état mental
Mercury poisoning	empoisonnement au mercure
Mesenteric artery thrombosis	Thrombose de l'art?re mésentérique
Mesenteric ischemia	Ischémie mésentérique
Mesenteric occlusion	Occlusion mésentérique
Mesenteric vascular insufficiency	Insuffisance vasculaire mésentérique
Mesothelioma	Mésothéliome
Metabolic acidosis	Acidose métabolique
Metabolic alkalosis	Alcalose métabolique
