5'nucleotidase increased	5'nucléotidase augmentée
Lower motor neurone lesion	Lésion des neurones moteurs inférieurs
Lower respiratory tract infection	Infection des voies respiratoires inférieures
Lower urinary tract symptoms	Symptômes des voies urinaires inférieures
Lumbar disc lesion	Lésion du disque lombaire
Lumbar puncture headache	Céphalée de ponction lombaire
Lumbar radiculopathy	Radiculopathie lombaire
Lumbo-sacral pain	Douleur lombo-sacrée
Lung abscess	Abcès pulmonaire
Lung adenocarcinoma stage I	Adénocarcinome pulmonaire stade I
Lung cancer metastatic	Cancer du poumon métastatique
Lung disorder	Trouble pulmonaire
Lung fibrosis interstitial	Fibrose pulmonaire interstitielle
Lung infection	Infection pulmonaire
Lung infiltration	Infiltration pulmonaire
Lung neoplasm	Tumeur pulmonaire
Lung neoplasm malignant	Néoplasme pulmonaire malin
Lung nodule	Nodule pulmonaire
Lupus erythematosus	Lupus érythémateux
Lupus nephritis	Néphrite lupique
Lupus-like syndrome	Syndrome de type lupus
Luteal phase deficiency	Déficit en phase lutéale
Lyme disease	Maladie de Lyme
Lymph node abscess	Abcès ganglionnaire
Lymph node pain	Douleur ganglionnaire
Lymph node tenderness	Sensibilité aux ganglions lymphatiques
Lymphadenitis	Lymphadénite
Lymphadenopathy	Adénopathie
Lymphadenopathy axillary	Adénopathie axillaire
Lymphadenopathy cervical	Adénopathie cervicale
Lymphadenopathy inguinal	Lymphadénopathie inguinale
Lymphangioleiomyomatosis	Lymphangioleiomyomatosis
Lymphangitis	Lymphangite
Lymphatic disorder	Trouble lymphatique
Lymphoblastic lymphoma	Lymphome lymphoblastique
Lymphocele	Lymphocèle
Lymphocyte abnormal	Lymphocyte anormal
Lymphocyte count abnormal	Numération lymphocytaire anormale
Lymphocyte count decreased	Nombre de lymphocytes diminué
Lymphocyte count increased	Augmentation du nombre de lymphocytes
Lymphocyte transformation test positive	Test de transformation des lymphocytes positif
Lymphocytic colitis	Colite lymphocytaire
Lymphocytic infiltration	Infiltration lymphocytaire
Lymphocytic leukaemia	Leucémie lymphocytaire
Lymphocytoma cutis	Lymphocytoma cutis
Lymphocytosis	Lymphocytose
Lymphoedema	Lymphoedeme
Lymphogranuloma venereum	Lymphogranulome venereum
Lymphoma	Lymphome
Lymphoma cutis	Lymphome cutis
Lymphopenia	Lymphopénie
Lymphoproliferative disorder	Trouble lymphoprolifératif
Lymphorrhoea	Lymphorrhée
Lymphostasis	Lymphostase
Macroangiopathy	Macroangiopathie
Macrovascular disease	Maladie macrovasculaire
Macular degeneration	Dégénérescence maculaire
Macular fibrosis	Fibrose maculaire
Macular hole	Trou maculaire
Macular oedema	Oedème maculaire
Macular pigmentation	Pigmentation maculaire
Macule	Macule
Maculopathy	Maculopathie
Madarosis	Madarosis
Magnesium deficiency	Carence en magnésium
Major bleed	Saignement majeur
Major depression	Dépression majeure
Major depressive disorder, single episode	Trouble dépressif majeur, épisode unique
MALT lymphoma	Lymphome MALT
Malabsorption	Malabsorption
Malaise	Malaise
Malaise and fatigue	Malaise et fatigue
Malaria	Paludisme
Male contraception	Contraception masculine
Male orgasmic disorder	Trouble orgasmique masculin
Male sexual dysfunction	Dysfonction sexuelle masculine
Malformation venous	Malformation veineuse
Malignant glioma	Gliome malin
Malignant histiocytosis	Histiocytose maligne
Malignant hydatidiform mole	Taupe hydatidiforme maligne
Malignant hypertension	Hypertension maligne
Malignant melanoma	Mélanome malin
Malignant mesenchymoma	Mésenchymome malin
Malignant neoplasm of esophagus	Tumeur maligne de l'?sophage
Malignant neoplasm of islets of Langerhans	Tumeur maligne des îlots de Langerhans
Malignant neoplasm of pancreas	Tumeur maligne du pancréas
Malignant neoplasm of renal pelvis	Tumeur maligne du bassin rénal
Malignant neoplasm progression	Progression du néoplasme malin
Malignant ovarian cyst	Kyste ovarien malin
Malignant pleural effusion	Épanchement pleural malin
Malignant solid tumour	Tumeur solide maligne
Malignant syndrome NOS	Syndrome malin SAI
Malignant transformation	Transformation maligne
Mallory-Weiss syndrome	Syndrome de Mallory-Weiss
Malnutrition	Malnutrition
Mammogram abnormal	Mammographie anormale
Mania	La manie
Mania acute	Manie aiguë
Manic episode	Épisode maniaque
Manic psychosis	Psychose maniaque
Mantle cell lymphoma	Lymphome à cellules du manteau
Mantle cell lymphoma refractory	Réfractaire au lymphome à cellules du manteau
Markedly reduced dietary intake	Apport alimentaire considérablement réduit
Marrow hyperplasia	Hyperplasie médullaire
Masked facies	Faciès masqués
Mass	Masse
Mastication disorder	Trouble de la mastication
Mastitis	Mastite
Mastitis acute female	Mastite femelle aiguë
Mastitis male	Mastite masculine
Mastocytosis	Mastocytose
Mastoiditis	Mastoïdite
Maxillary sinusitis	Sinusite maxillaire
Mean arterial pressure	Signifie pression artérielle
Mean arterial pressure decreased	La pression artérielle moyenne a diminué
Mean cell volume increased	Augmentation du volume cellulaire moyen
Mean platelet volume decreased	Le volume plaquettaire moyen a diminué
Measles	Rougeole
Mechanical complication of implant	Complication mécanique de l'implant
Mechanical urticaria	Urticaire mécanique
Mediastinal disorder	Trouble médiastinal
Mediastinitis	Médiastinite
Mediastinum neoplasm	Tumeur du médiastin
Medical device complication	Complication du dispositif médical
Medical device discomfort	Gêne pour les dispositifs médicaux
Medication overuse headache	Maux de tête dus à une surutilisation de médicaments
Medication residue	Résidu de médicament
Medication residue present	Présence de résidus de médicaments
Medullary thyroid cancer	Cancer médullaire de la thyroïde
Medulloblastoma	Médulloblastome
Megacolon	Megacolon
Megacolon toxic	Mégacôlon toxique
Meibomianitis	Meibomianite
Melaena	Melena
Melancholia	Mélancolie
Melanocytic naevus	Naevus mélanocytaire
Melanoderma	Mélanodermie
Melanoma skin	Peau de mélanome
Melanonychia	Mélanonychie
Melanosis	Mélanose
Memory impairment	Déficience de mémoire
Memory loss	Perte de mémoire
Menarche	Menarche
Mendelson's syndrome	Syndrome de Mendelson
Meniere's disease	Maladie de Ménière
Meniere's disease aggravated	Maladie de Ménière aggravée
Meningeal leukemia	Leucémie méningée
Meningeal neoplasm	Tumeur méningée
Meningioma	Méningiome
Meningioma benign	Méningiome bénin
Meningism	Méningisme
Meningitis	Méningite
Meningitis aseptic	Méningite aseptique
Meningitis bacterial	Méningite bactérienne
Meningitis chemical	Méningite chimique
Meningitis cryptococcal	Méningite cryptococcique
Meningitis fungal	Méningite fongique
Meningitis meningococcal	Méningite méningococcique
Meningitis tuberculous	Méningite tuberculeuse
Meningitis viral	Méningite virale
Meningocele	Méningocèle
Meningococcal infection	Infection à méningocoque
Meningoencephalitis	Méningoencéphalite
Meningoencephalitis herpetic	Méningoencéphalite herpétique
Meningomyelocele	Méningomyélocèle
Menometrorrhagia	Ménométrorrhagie
Menopausal depression	Dépression ménopausique
Menopausal disorder	Trouble de la ménopause
Menopausal symptoms	Symptômes de la ménopause
Menopause	Ménopause
Menorrhagia	Ménorragie
Menstrual cycle abnormal	Cycle menstruel anormal
Menstrual cycle prolonged	Cycle menstruel prolongé
Menstrual disorder	Trouble menstruel
Menstruation delayed	Menstruation retardée
Menstruation irregular	Menstruations irrégulières
Mental aberration	Aberration mentale
Mental deficiency	Déficit mental
Mental deterioration	Détérioration mentale
Mental disability	Maladie mentale
Mental disorder	Trouble mental
Mental disorder due to a general medical condition	Trouble mental dû à un état de santé général
Mental impairment disorders	Troubles de déficience mentale
Mental retardation	Retard mental
Mental state abnormal	État mental anormal
Mental status changes	Changements de l'état mental
Mercury poisoning	Empoisonnement au mercure
Mesenteric artery thrombosis	Thrombose de l'artère mésentérique
Mesenteric ischemia	Ischémie mésentérique
Mesenteric occlusion	Occlusion mésentérique
Mesenteric vascular insufficiency	Insuffisance vasculaire mésentérique
Mesothelioma	Mésothéliome
Metabolic acidosis	Acidose métabolique
Metabolic alkalosis	Alcalose métabolique
Metabolic disorder	Trouble métabolique
Metabolic encephalopathy	Encéphalopathie métabolique
Metabolic syndrome	Syndrome métabolique
Metal poisoning	Empoisonnement aux métaux
Metaphyseal dysplasia	Dysplasie métaphysaire
Metaplasia	Métaplasie
Metastases to central nervous system	Métastases au système nerveux central
Metastases to liver	Métastases au foie
Metastases to meninges	Métastases aux méninges
Metastases to pancreas	Métastases au pancréas
Metastases to peritoneum	Métastases au péritoine
Metastases to spine	Métastases à la colonne vertébrale
Metastasis	Métastase
Metastatic bone pain	Douleur osseuse métastatique
Metastatic carcinoma	Carcinome métastatique
Metastatic disease	Maladie métastatique
Metastatic gastric adenocarcinoma	Adénocarcinome gastrique métastatique
Metastatic malignant melanoma	Mélanome malin métastatique
Metastatic melanoma	Mélanome métastatique
Metastatic neoplasm	Tumeur métastatique
Metastatic pain	Douleur métastatique
Metastatic renal cell carcinoma	Carcinome rénal métastatique
Metastatic squamous cell carcinoma	Carcinome épidermoïde métastatique
Methaemoglobinaemia	Méthémoglobinémie
Methicillin-resistant Staphylococcus aureus infection	Infection à Staphylococcus aureus résistante à la méthicilline
Metrorrhagia	Métrorragie
Mg reduced	Mg réduit
Mg++ increased	Mg ++ augmenté
Microalbuminuria	Microalbuminurie
Microangiopathic haemolytic anaemia	Anémie hémolytique microangiopathique
Microangiopathy	Microangiopathie
Microcephaly	Microcéphalie
Microcytic	Microcytaire
Microcytic anaemia	Anémie microcytaire
Microcytosis	Microcytose
Microembolism	Microembolie
Microhemorrhage	Microhémorragie
Microscopic hematuria	Hématurie microscopique
Microsomia	Microsomie
Micturition burning	Brûlure par miction
Micturition disorder	Trouble de la miction
Micturition urgency	Urgence mictionnelle
Middle ear effusion	Épanchement de l'oreille moyenne
Middle insomnia	Insomnie moyenne
Midsystolic click	Clic mi-systolique
Migraine	Migraine
Migraine aggravated	Migraine aggravée
Migraine with aura	Migraine avec aura
Migraine without aura	Migraine sans aura
Migration of implant	Migration de l'implant
Milia	Milium
Miliaria	Miliaria
Miliaria rubra	Miliaria rubra
Miliary tuberculosis	Tuberculose miliaire
Mineralocorticoid deficiency	Carence en minéralocorticoïdes
Minimal brain dysfunction	Dysfonctionnement cérébral minimal
Minor bleed	Saignement mineur
Miosis	Myosis
Mitochondrial toxicity	Toxicité mitochondriale
Mitral valve atresia	Atrésie des valvules mitrales
Mitral valve disease	Maladie de la valve mitrale
Mitral valve incompetence	Incompétence de la valve mitrale
Mitral valve prolapse	Prolapsus valvulaire mitral
Mitral valve stenosis	Sténose valvulaire mitrale
Mixed connective tissue disease	Maladie du tissu conjonctif mixte
Mixed hyperlipidemia	Hyperlipidémie mixte
Mixed liver injury	Lésion hépatique mixte
Moaning	Gémissant
Mobility decreased	Mobilité réduite
Molluscum contagiosum	Molluscum contagiosum
Monarthritis	Monarthrite
Moniliasis genital female	Moniliasis femelle génitale
Monoclonal gammopathy	Gammapathie monoclonale
Monocyte count decreased	Nombre de monocytes diminué
Monocyte count increased	Augmentation du nombre de monocytes
Monocytosis	Monocytose
Monomorphic ventricular tachycardia	Tachycardie ventriculaire monomorphe
Mononeuritis	Mononévrite
Mononeuropathy	Mononeuropathie
Monoparesis	Monoparésie
Monoplegia	Monoplégie
Mood alteration NOS	Altération de l'humeur NSA
Mood alterations with depressive symptoms	Altérations de l'humeur avec symptômes dépressifs
Mood swings	Sautes d'humeur
Morbid dreams	Rêves morbides
Morbid thoughts	Pensées morbides
Morphoea	Morphée
Mosquito bite	Piqure de moustique
Motion sickness	Mal des transports
Motor dysfunction	Dysfonctionnement moteur
Motor neurone disease	Maladie des neurones moteurs
Motor restlessness	Agitation motrice
Motor tic	Tic moteur
Mountain sickness acute	Mal des montagnes aigu
Mouth haemorrhage	Hémorragie buccale
Mouth injury	Blessure à la bouche
Mouth irritation	Irritation de la bouche
Mouth ulceration	Ulcération de la bouche
Movement disorder	Trouble du mouvement
Movements involuntary	Mouvements involontaires
Mucocutaneous candidiasis	Candidose muco-cutanée
Mucocutaneous herpes simplex	Herpès simplex cutanéo-muqueux
Mucocutaneous leishmaniasis	Leishmaniose mucocutanée
Mucormycosis	Mucormycose
Mucosal atrophy	Atrophie muqueuse
Mucosal bleeding	Saignement muqueux
Mucosal discolouration	Décoloration des muqueuses
Mucosal dryness	Sécheresse muqueuse
Mucosal erosion	Érosion muqueuse
Mucosal excoriation	Excoriation muqueuse
Mucosal haemorrhage	Hémorragie muqueuse
Mucosal inflammation	Inflammation muqueuse
Mucosal pigmentation	Pigmentation muqueuse
Mucosal swelling	Gonflement des muqueuses
Mucosal ulceration	Ulcération muqueuse
Mucous membrane disorder	Trouble de la membrane muqueuse
Mucous stools	Tabourets muqueux
Multi-infarct dementia	Démence multi-infarctus
Multi-organ failure	Défaillance multi-organes
Multidrug resistant tuberculosis	Tuberculose multirésistante
Multifocal atrial tachycardia	Tachycardie auriculaire multifocale
Multifocal motor neuropathy	Neuropathie motrice multifocale
Multifocal ventricular tachycardia	Tachycardie ventriculaire multifocale
Multiparous	Multipare
Multiple allergies	Allergies multiples
Multiple congenital abnormalities	Anomalies congénitales multiples
Multiple fractures	Fractures multiples
Multiple pregnancy	Grossesse multiple
Multiple sclerosis	Sclérose en plaque
Multiple sclerosis exacerbation	Exacerbation de la sclérose en plaques
Multiple sclerosis relapse	Rechute de sclérose en plaques
Multiple system atrophy	Atrophie multisystématisée
Murine typhus	Typhus murin
Muscarinic effects	Effets muscariniques
Muscle atrophy	Atrophie musculaire
Muscle contractions involuntary	Contractions musculaires involontaires
Muscle contracture	Contracture musculaire
Muscle damage	Dommages musculaires
Muscle enzyme increased	Enzyme musculaire augmentée
Muscle fatigue	Fatigue musculaire
Muscle fibrosis	Fibrose musculaire
Muscle haemorrhage	Hémorragie musculaire
Muscle injury	Blessure musculaire
Muscle mass	Masse musculaire
Muscle movement involuntary	Mouvement musculaire involontaire
Muscle necrosis	Nécrose musculaire
Muscle relaxant therapy	Thérapie relaxante musculaire
Muscle relaxation	Relaxation musculaire
Muscle rigidity	Rigidité musculaire
Muscle rupture	Rupture musculaire
Muscle spasms	Spasmes musculaires
Muscle spasticity	Spasticité musculaire
Muscle stiffness	Rigidité musculaire
Muscle strain	Fatigue musculaire
Muscle swelling	Gonflement musculaire
Muscle tightness	Étanchéité musculaire
Muscle tone disorder	Trouble du tonus musculaire
Muscle tone flaccid	Tonus musculaire flasque
